compound,A,B1,B2,X,nA,nB1,nB2,nX,rA (Ang),rB1 (Ang),rB2 (Ang),rB (Ang),rX (Ang),t,tau,t_pred,tau_pred,tau_prob
MA2AuNBr6,MA,Au,N,Br,1,1,3,-1,2.17,1.37,0.16,0.765,1.96,1.07,4.28,-1,-1,0.48
MA2AuNaBr6,MA,Au,Na,Br,1,3,1,-1,2.17,0.85,1.02,0.935,1.96,1.01,3.85,1,1,0.68
MA2AuNbBr6,MA,Au,Nb,Br,1,1,3,-1,2.17,1.37,0.72,1.045,1.96,0.97,3.72,1,1,0.74
MA2AuNdBr6,MA,Au,Nd,Br,1,1,3,-1,2.17,1.37,0.98,1.1765,1.96,0.93,3.68,1,1,0.75
MA2AuNiBr6,MA,Au,Ni,Br,1,1,3,-1,2.17,1.37,0.6,0.9850000000000001,1.96,0.99,3.78,1,1,0.71
MA2AuNpBr6,MA,Au,Np,Br,1,1,3,-1,2.17,1.37,1.01,1.19,1.96,0.93,3.68,1,1,0.75
MA2AuPBr6,MA,Au,P,Br,1,1,3,-1,2.17,1.37,0.44,0.905,1.96,1.02,3.91,1,1,0.66
MA2AuPaBr6,MA,Au,Pa,Br,1,1,3,-1,2.17,1.37,1.04,1.205,1.96,0.92,3.69,1,1,0.75
MA2AuPdBr6,MA,Au,Pd,Br,1,1,3,-1,2.17,1.37,0.76,1.065,1.96,0.97,3.7,1,1,0.74
MA2AuPmBr6,MA,Au,Pm,Br,1,1,3,-1,2.17,1.37,0.97,1.17,1.96,0.93,3.68,1,1,0.75
MA2AuPrBr6,MA,Au,Pr,Br,1,1,3,-1,2.17,1.37,0.99,1.1800000000000002,1.96,0.93,3.68,1,1,0.75
MA2AuPuBr6,MA,Au,Pu,Br,1,1,3,-1,2.17,1.37,1.0,1.185,1.96,0.93,3.68,1,1,0.75
MA2AuRbBr6,MA,Au,Rb,Br,1,3,1,-1,2.17,0.85,1.52,1.185,1.96,0.93,3.68,1,1,0.75
MA2AuRhBr6,MA,Au,Rh,Br,1,1,3,-1,2.17,1.37,0.66,1.0175,1.96,0.98,3.74,1,1,0.73
MA2AuRuBr6,MA,Au,Ru,Br,1,1,3,-1,2.17,1.37,0.68,1.0250000000000001,1.96,0.98,3.73,1,1,0.73
MA2AuSbBr6,MA,Au,Sb,Br,1,1,3,-1,2.17,1.37,0.76,1.065,1.96,0.97,3.7,1,1,0.74
MA2AuScBr6,MA,Au,Sc,Br,1,1,3,-1,2.17,1.37,0.74,1.0575,1.96,0.97,3.71,1,1,0.74
MA2AuSmBr6,MA,Au,Sm,Br,1,1,3,-1,2.17,1.37,0.96,1.1640000000000001,1.96,0.93,3.68,1,1,0.75
MA2AuTaBr6,MA,Au,Ta,Br,1,1,3,-1,2.17,1.37,0.72,1.045,1.96,0.97,3.72,1,1,0.74
MA2AuTbBr6,MA,Au,Tb,Br,1,1,3,-1,2.17,1.37,0.92,1.1465,1.96,0.94,3.68,1,1,0.75
MA2AuTiBr6,MA,Au,Ti,Br,1,1,3,-1,2.17,1.37,0.67,1.02,1.96,0.98,3.74,1,1,0.73
MA2AuTlBr6,MA,Au,Tl,Br,1,1,3,-1,2.17,1.37,0.88,1.1275,1.96,0.95,3.68,1,1,0.75
MA2AuTmBr6,MA,Au,Tm,Br,1,1,3,-1,2.17,1.37,0.88,1.125,1.96,0.95,3.68,1,1,0.75
MA2AuUBr6,MA,Au,U,Br,1,1,3,-1,2.17,1.37,1.02,1.1975,1.96,0.92,3.68,1,1,0.75
MA2AuVBr6,MA,Au,V,Br,1,1,3,-1,2.17,1.37,0.64,1.0050000000000001,1.96,0.98,3.76,1,1,0.72
MA2AuYBr6,MA,Au,Y,Br,1,1,3,-1,2.17,1.37,0.9,1.135,1.96,0.94,3.68,1,1,0.75
MA2AuYbBr6,MA,Au,Yb,Br,1,1,3,-1,2.17,1.37,0.87,1.119,1.96,0.95,3.68,1,1,0.75
MA2BCsBr6,MA,B,Cs,Br,1,3,1,-1,2.17,0.27,1.67,0.97,1.96,1.0,3.8,1,1,0.71
MA2BCuBr6,MA,B,Cu,Br,1,3,1,-1,2.17,0.27,0.77,0.52,1.96,1.18,5.69,-1,-1,0.08
MA2BFrBr6,MA,B,Fr,Br,1,3,1,-1,2.17,0.27,1.8,1.0350000000000001,1.96,0.98,3.73,1,1,0.73
MA2BHgBr6,MA,B,Hg,Br,1,3,1,-1,2.17,0.27,1.19,0.73,1.96,1.09,4.41,-1,-1,0.42
MA2BKBr6,MA,B,K,Br,1,3,1,-1,2.17,0.27,1.38,0.825,1.96,1.05,4.1,1,1,0.57
MA2BLiBr6,MA,B,Li,Br,1,3,1,-1,2.17,0.27,0.76,0.515,1.96,1.18,5.74,-1,-1,0.08
MA2BNaBr6,MA,B,Na,Br,1,3,1,-1,2.17,0.27,1.02,0.645,1.96,1.12,4.81,-1,-1,0.26
MA2BPdBr6,MA,B,Pd,Br,1,3,1,-1,2.17,0.27,0.59,0.43,1.96,1.22,6.68,-1,-1,0.02
MA2BRbBr6,MA,B,Rb,Br,1,3,1,-1,2.17,0.27,1.52,0.895,1.96,1.02,3.93,1,1,0.65
MA2BTlBr6,MA,B,Tl,Br,1,3,1,-1,2.17,0.27,1.5,0.885,1.96,1.03,3.95,1,1,0.64
MA2BaBeBr6,MA,Ba,Be,Br,1,2,2,-1,2.17,1.35,0.45,0.9,1.96,1.02,3.92,1,1,0.66
MA2BaCaBr6,MA,Ba,Ca,Br,1,2,2,-1,2.17,1.35,1.0,1.175,1.96,0.93,3.68,1,1,0.75
MA2BaCdBr6,MA,Ba,Cd,Br,1,2,2,-1,2.17,1.35,0.95,1.15,1.96,0.94,3.68,1,1,0.75
MA2BaCoBr6,MA,Ba,Co,Br,1,2,2,-1,2.17,1.35,0.74,1.0475,1.96,0.97,3.72,1,1,0.74
MA2BaCrBr6,MA,Ba,Cr,Br,1,2,2,-1,2.17,1.35,0.8,1.0750000000000002,1.96,0.96,3.7,1,1,0.75
MA2BaCuBr6,MA,Ba,Cu,Br,1,2,2,-1,2.17,1.35,0.73,1.04,1.96,0.97,3.72,1,1,0.74
MA2BaDyBr6,MA,Ba,Dy,Br,1,2,2,-1,2.17,1.35,1.07,1.21,1.96,0.92,3.69,1,1,0.75
MA2BaEuBr6,MA,Ba,Eu,Br,1,2,2,-1,2.17,1.35,1.17,1.26,1.96,0.91,3.72,1,1,0.74
MA2BaFeBr6,MA,Ba,Fe,Br,1,2,2,-1,2.17,1.35,0.78,1.065,1.96,0.97,3.7,1,1,0.74
MA2BaGeBr6,MA,Ba,Ge,Br,1,2,2,-1,2.17,1.35,0.73,1.04,1.96,0.97,3.72,1,1,0.74
MA2BaHgBr6,MA,Ba,Hg,Br,1,2,2,-1,2.17,1.35,1.02,1.185,1.96,0.93,3.68,1,1,0.75
MA2BaMgBr6,MA,Ba,Mg,Br,1,2,2,-1,2.17,1.35,0.72,1.0350000000000001,1.96,0.98,3.73,1,1,0.73
MA2BaMnBr6,MA,Ba,Mn,Br,1,2,2,-1,2.17,1.35,0.83,1.09,1.96,0.96,3.69,1,1,0.75
MA2BaNdBr6,MA,Ba,Nd,Br,1,2,2,-1,2.17,1.35,1.29,1.32,1.96,0.89,3.79,1,1,0.71
MA2BaNiBr6,MA,Ba,Ni,Br,1,2,2,-1,2.17,1.35,0.69,1.02,1.96,0.98,3.74,1,1,0.73
MA2BaNoBr6,MA,Ba,No,Br,1,2,2,-1,2.17,1.35,1.1,1.225,1.96,0.92,3.7,1,1,0.75
MA2BaNpBr6,MA,Ba,Np,Br,1,2,2,-1,2.17,1.35,1.1,1.225,1.96,0.92,3.7,1,1,0.75
MA2BaPbBr6,MA,Ba,Pb,Br,1,2,2,-1,2.17,1.35,1.19,1.27,1.96,0.9,3.73,1,1,0.73
MA2BaPdBr6,MA,Ba,Pd,Br,1,2,2,-1,2.17,1.35,0.86,1.105,1.96,0.95,3.68,1,1,0.75
MA2BaPtBr6,MA,Ba,Pt,Br,1,2,2,-1,2.17,1.35,0.8,1.0750000000000002,1.96,0.96,3.7,1,1,0.75
MA2BaRaBr6,MA,Ba,Ra,Br,1,2,2,-1,2.17,1.35,1.48,1.415,1.96,0.87,3.97,1,1,0.63
MA2BaSmBr6,MA,Ba,Sm,Br,1,2,2,-1,2.17,1.35,1.22,1.2850000000000001,1.96,0.9,3.75,1,1,0.73
MA2BaSnBr6,MA,Ba,Sn,Br,1,2,2,-1,2.17,1.35,1.15,1.25,1.96,0.91,3.72,1,1,0.74
MA2BaSrBr6,MA,Ba,Sr,Br,1,2,2,-1,2.17,1.35,1.18,1.2650000000000001,1.96,0.91,3.73,1,1,0.73
MA2BaTiBr6,MA,Ba,Ti,Br,1,2,2,-1,2.17,1.35,0.86,1.105,1.96,0.95,3.68,1,1,0.75
MA2BaTmBr6,MA,Ba,Tm,Br,1,2,2,-1,2.17,1.35,1.03,1.19,1.96,0.93,3.68,1,1,0.75
MA2BaVBr6,MA,Ba,V,Br,1,2,2,-1,2.17,1.35,0.79,1.07,1.96,0.96,3.7,1,1,0.74
MA2BaYbBr6,MA,Ba,Yb,Br,1,2,2,-1,2.17,1.35,1.02,1.185,1.96,0.93,3.68,1,1,0.75
MA2BaZnBr6,MA,Ba,Zn,Br,1,2,2,-1,2.17,1.35,0.74,1.045,1.96,0.97,3.72,1,1,0.74
MA2BeCaBr6,MA,Be,Ca,Br,1,2,2,-1,2.17,0.45,1.0,0.725,1.96,1.09,4.43,-1,-1,0.41
MA2BeCdBr6,MA,Be,Cd,Br,1,2,2,-1,2.17,0.45,0.95,0.7,1.96,1.1,4.54,-1,-1,0.37
MA2BeCoBr6,MA,Be,Co,Br,1,2,2,-1,2.17,0.45,0.74,0.5975,1.96,1.14,5.1,-1,-1,0.18
MA2BeCrBr6,MA,Be,Cr,Br,1,2,2,-1,2.17,0.45,0.8,0.625,1.96,1.13,4.93,-1,-1,0.23
MA2BeCuBr6,MA,Be,Cu,Br,1,2,2,-1,2.17,0.45,0.73,0.59,1.96,1.15,5.15,-1,-1,0.17
MA2BeDyBr6,MA,Be,Dy,Br,1,2,2,-1,2.17,0.45,1.07,0.76,1.96,1.07,4.3,-1,-1,0.48
MA2BeEuBr6,MA,Be,Eu,Br,1,2,2,-1,2.17,0.45,1.17,0.8099999999999999,1.96,1.05,4.14,1,1,0.55
MA2BeFeBr6,MA,Be,Fe,Br,1,2,2,-1,2.17,0.45,0.78,0.615,1.96,1.13,4.99,-1,-1,0.21
MA2BeGeBr6,MA,Be,Ge,Br,1,2,2,-1,2.17,0.45,0.73,0.59,1.96,1.15,5.15,-1,-1,0.17
MA2BeHgBr6,MA,Be,Hg,Br,1,2,2,-1,2.17,0.45,1.02,0.735,1.96,1.08,4.39,-1,-1,0.43
MA2BeMgBr6,MA,Be,Mg,Br,1,2,2,-1,2.17,0.45,0.72,0.585,1.96,1.15,5.18,-1,-1,0.16
MA2BeMnBr6,MA,Be,Mn,Br,1,2,2,-1,2.17,0.45,0.83,0.64,1.96,1.12,4.84,-1,-1,0.25
MA2BeNdBr6,MA,Be,Nd,Br,1,2,2,-1,2.17,0.45,1.29,0.87,1.96,1.03,3.98,1,1,0.63
MA2BeNiBr6,MA,Be,Ni,Br,1,2,2,-1,2.17,0.45,0.69,0.57,1.96,1.15,5.29,-1,-1,0.14
MA2BeNoBr6,MA,Be,No,Br,1,2,2,-1,2.17,0.45,1.1,0.775,1.96,1.07,4.25,-1,-1,0.5
MA2BeNpBr6,MA,Be,Np,Br,1,2,2,-1,2.17,0.45,1.1,0.775,1.96,1.07,4.25,-1,-1,0.5
MA2BePbBr6,MA,Be,Pb,Br,1,2,2,-1,2.17,0.45,1.19,0.82,1.96,1.05,4.11,1,1,0.57
MA2BePdBr6,MA,Be,Pd,Br,1,2,2,-1,2.17,0.45,0.86,0.655,1.96,1.12,4.76,-1,-1,0.28
MA2BePtBr6,MA,Be,Pt,Br,1,2,2,-1,2.17,0.45,0.8,0.625,1.96,1.13,4.93,-1,-1,0.23
MA2BeRaBr6,MA,Be,Ra,Br,1,2,2,-1,2.17,0.45,1.48,0.965,1.96,1.0,3.81,1,1,0.7
MA2BeSmBr6,MA,Be,Sm,Br,1,2,2,-1,2.17,0.45,1.22,0.835,1.96,1.04,4.07,1,1,0.59
MA2BeSnBr6,MA,Be,Sn,Br,1,2,2,-1,2.17,0.45,1.15,0.7999999999999999,1.96,1.06,4.17,1,1,0.54
MA2BeSrBr6,MA,Be,Sr,Br,1,2,2,-1,2.17,0.45,1.18,0.815,1.96,1.05,4.12,1,1,0.56
MA2BeTiBr6,MA,Be,Ti,Br,1,2,2,-1,2.17,0.45,0.86,0.655,1.96,1.12,4.76,-1,-1,0.28
MA2BeTmBr6,MA,Be,Tm,Br,1,2,2,-1,2.17,0.45,1.03,0.74,1.96,1.08,4.37,-1,-1,0.44
MA2BeVBr6,MA,Be,V,Br,1,2,2,-1,2.17,0.45,0.79,0.62,1.96,1.13,4.96,-1,-1,0.22
MA2BeYbBr6,MA,Be,Yb,Br,1,2,2,-1,2.17,0.45,1.02,0.735,1.96,1.08,4.39,-1,-1,0.43
MA2BeZnBr6,MA,Be,Zn,Br,1,2,2,-1,2.17,0.45,0.74,0.595,1.96,1.14,5.11,-1,-1,0.18
MA2BiCsBr6,MA,Bi,Cs,Br,1,3,1,-1,2.17,1.03,1.67,1.35,1.96,0.88,3.84,1,1,0.69
MA2BiCuBr6,MA,Bi,Cu,Br,1,3,1,-1,2.17,1.03,0.77,0.9,1.96,1.02,3.92,1,1,0.66
MA2BiFrBr6,MA,Bi,Fr,Br,1,3,1,-1,2.17,1.03,1.8,1.415,1.96,0.87,3.97,1,1,0.63
MA2BiHgBr6,MA,Bi,Hg,Br,1,3,1,-1,2.17,1.03,1.19,1.1099999999999999,1.96,0.95,3.68,1,1,0.75
MA2BiKBr6,MA,Bi,K,Br,1,3,1,-1,2.17,1.03,1.38,1.205,1.96,0.92,3.69,1,1,0.75
MA2BiLiBr6,MA,Bi,Li,Br,1,3,1,-1,2.17,1.03,0.76,0.895,1.96,1.02,3.93,1,1,0.65
MA2BiNaBr6,MA,Bi,Na,Br,1,3,1,-1,2.17,1.03,1.02,1.025,1.96,0.98,3.73,1,1,0.73
MA2BiPdBr6,MA,Bi,Pd,Br,1,3,1,-1,2.17,1.03,0.59,0.81,1.96,1.05,4.14,1,1,0.55
MA2BiRbBr6,MA,Bi,Rb,Br,1,3,1,-1,2.17,1.03,1.52,1.275,1.96,0.9,3.74,1,1,0.73
MA2BiTlBr6,MA,Bi,Tl,Br,1,3,1,-1,2.17,1.03,1.5,1.2650000000000001,1.96,0.91,3.73,1,1,0.73
MA2BkCsBr6,MA,Bk,Cs,Br,1,3,1,-1,2.17,0.96,1.67,1.315,1.96,0.89,3.79,1,1,0.71
MA2BkCuBr6,MA,Bk,Cu,Br,1,3,1,-1,2.17,0.96,0.77,0.865,1.96,1.03,3.99,1,1,0.62
MA2BkFrBr6,MA,Bk,Fr,Br,1,3,1,-1,2.17,0.96,1.8,1.38,1.96,0.87,3.89,1,1,0.67
MA2BkHgBr6,MA,Bk,Hg,Br,1,3,1,-1,2.17,0.96,1.19,1.075,1.96,0.96,3.7,1,1,0.75
MA2BkKBr6,MA,Bk,K,Br,1,3,1,-1,2.17,0.96,1.38,1.17,1.96,0.93,3.68,1,1,0.75
MA2BkLiBr6,MA,Bk,Li,Br,1,3,1,-1,2.17,0.96,0.76,0.86,1.96,1.04,4.01,1,1,0.62
MA2BkNaBr6,MA,Bk,Na,Br,1,3,1,-1,2.17,0.96,1.02,0.99,1.96,0.99,3.77,1,1,0.72
MA2BkPdBr6,MA,Bk,Pd,Br,1,3,1,-1,2.17,0.96,0.59,0.7749999999999999,1.96,1.07,4.25,-1,-1,0.5
MA2BkRbBr6,MA,Bk,Rb,Br,1,3,1,-1,2.17,0.96,1.52,1.24,1.96,0.91,3.71,1,1,0.74
MA2BkTlBr6,MA,Bk,Tl,Br,1,3,1,-1,2.17,0.96,1.5,1.23,1.96,0.92,3.7,1,1,0.74
MA2CaCdBr6,MA,Ca,Cd,Br,1,2,2,-1,2.17,1.0,0.95,0.975,1.96,1.0,3.79,1,1,0.71
MA2CaCoBr6,MA,Ca,Co,Br,1,2,2,-1,2.17,1.0,0.74,0.8725,1.96,1.03,3.98,1,1,0.63
MA2CaCrBr6,MA,Ca,Cr,Br,1,2,2,-1,2.17,1.0,0.8,0.9,1.96,1.02,3.92,1,1,0.66
MA2CaCuBr6,MA,Ca,Cu,Br,1,2,2,-1,2.17,1.0,0.73,0.865,1.96,1.03,3.99,1,1,0.62
MA2CaDyBr6,MA,Ca,Dy,Br,1,2,2,-1,2.17,1.0,1.07,1.0350000000000001,1.96,0.98,3.73,1,1,0.73
MA2CaEuBr6,MA,Ca,Eu,Br,1,2,2,-1,2.17,1.0,1.17,1.085,1.96,0.96,3.69,1,1,0.75
MA2CaFeBr6,MA,Ca,Fe,Br,1,2,2,-1,2.17,1.0,0.78,0.89,1.96,1.02,3.94,1,1,0.65
MA2CaGeBr6,MA,Ca,Ge,Br,1,2,2,-1,2.17,1.0,0.73,0.865,1.96,1.03,3.99,1,1,0.62
MA2CaHgBr6,MA,Ca,Hg,Br,1,2,2,-1,2.17,1.0,1.02,1.01,1.96,0.98,3.75,1,1,0.73
MA2CaMgBr6,MA,Ca,Mg,Br,1,2,2,-1,2.17,1.0,0.72,0.86,1.96,1.04,4.01,1,1,0.62
MA2CaMnBr6,MA,Ca,Mn,Br,1,2,2,-1,2.17,1.0,0.83,0.915,1.96,1.02,3.89,1,1,0.67
MA2CaNdBr6,MA,Ca,Nd,Br,1,2,2,-1,2.17,1.0,1.29,1.145,1.96,0.94,3.68,1,1,0.75
MA2CaNiBr6,MA,Ca,Ni,Br,1,2,2,-1,2.17,1.0,0.69,0.845,1.96,1.04,4.04,1,1,0.6
MA2CaNoBr6,MA,Ca,No,Br,1,2,2,-1,2.17,1.0,1.1,1.05,1.96,0.97,3.71,1,1,0.74
MA2CaNpBr6,MA,Ca,Np,Br,1,2,2,-1,2.17,1.0,1.1,1.05,1.96,0.97,3.71,1,1,0.74
MA2CaPbBr6,MA,Ca,Pb,Br,1,2,2,-1,2.17,1.0,1.19,1.095,1.96,0.96,3.69,1,1,0.75
MA2CaPdBr6,MA,Ca,Pd,Br,1,2,2,-1,2.17,1.0,0.86,0.9299999999999999,1.96,1.01,3.86,1,1,0.68
MA2CaPtBr6,MA,Ca,Pt,Br,1,2,2,-1,2.17,1.0,0.8,0.9,1.96,1.02,3.92,1,1,0.66
MA2CaRaBr6,MA,Ca,Ra,Br,1,2,2,-1,2.17,1.0,1.48,1.24,1.96,0.91,3.71,1,1,0.74
MA2CaSmBr6,MA,Ca,Sm,Br,1,2,2,-1,2.17,1.0,1.22,1.1099999999999999,1.96,0.95,3.68,1,1,0.75
MA2CaSnBr6,MA,Ca,Sn,Br,1,2,2,-1,2.17,1.0,1.15,1.075,1.96,0.96,3.7,1,1,0.75
MA2CaSrBr6,MA,Ca,Sr,Br,1,2,2,-1,2.17,1.0,1.18,1.0899999999999999,1.96,0.96,3.69,1,1,0.75
MA2CaTiBr6,MA,Ca,Ti,Br,1,2,2,-1,2.17,1.0,0.86,0.9299999999999999,1.96,1.01,3.86,1,1,0.68
MA2CaTmBr6,MA,Ca,Tm,Br,1,2,2,-1,2.17,1.0,1.03,1.0150000000000001,1.96,0.98,3.74,1,1,0.73
MA2CaVBr6,MA,Ca,V,Br,1,2,2,-1,2.17,1.0,0.79,0.895,1.96,1.02,3.93,1,1,0.65
MA2CaYbBr6,MA,Ca,Yb,Br,1,2,2,-1,2.17,1.0,1.02,1.01,1.96,0.98,3.75,1,1,0.73
MA2CaZnBr6,MA,Ca,Zn,Br,1,2,2,-1,2.17,1.0,0.74,0.87,1.96,1.03,3.98,1,1,0.63
MA2CdCoBr6,MA,Cd,Co,Br,1,2,2,-1,2.17,0.95,0.74,0.8474999999999999,1.96,1.04,4.04,1,1,0.6
MA2CdCrBr6,MA,Cd,Cr,Br,1,2,2,-1,2.17,0.95,0.8,0.875,1.96,1.03,3.97,1,1,0.63
MA2CdCuBr6,MA,Cd,Cu,Br,1,2,2,-1,2.17,0.95,0.73,0.84,1.96,1.04,4.06,1,1,0.59
MA2CdDyBr6,MA,Cd,Dy,Br,1,2,2,-1,2.17,0.95,1.07,1.01,1.96,0.98,3.75,1,1,0.73
MA2CdEuBr6,MA,Cd,Eu,Br,1,2,2,-1,2.17,0.95,1.17,1.06,1.96,0.97,3.71,1,1,0.74
MA2CdFeBr6,MA,Cd,Fe,Br,1,2,2,-1,2.17,0.95,0.78,0.865,1.96,1.03,3.99,1,1,0.62
MA2CdGeBr6,MA,Cd,Ge,Br,1,2,2,-1,2.17,0.95,0.73,0.84,1.96,1.04,4.06,1,1,0.59
MA2CdHgBr6,MA,Cd,Hg,Br,1,2,2,-1,2.17,0.95,1.02,0.985,1.96,0.99,3.78,1,1,0.71
MA2CdMgBr6,MA,Cd,Mg,Br,1,2,2,-1,2.17,0.95,0.72,0.835,1.96,1.04,4.07,1,1,0.59
MA2CdMnBr6,MA,Cd,Mn,Br,1,2,2,-1,2.17,0.95,0.83,0.8899999999999999,1.96,1.02,3.94,1,1,0.65
MA2CdNdBr6,MA,Cd,Nd,Br,1,2,2,-1,2.17,0.95,1.29,1.12,1.96,0.95,3.68,1,1,0.75
MA2CdNiBr6,MA,Cd,Ni,Br,1,2,2,-1,2.17,0.95,0.69,0.82,1.96,1.05,4.11,1,1,0.57
MA2CdNoBr6,MA,Cd,No,Br,1,2,2,-1,2.17,0.95,1.1,1.025,1.96,0.98,3.73,1,1,0.73
MA2CdNpBr6,MA,Cd,Np,Br,1,2,2,-1,2.17,0.95,1.1,1.025,1.96,0.98,3.73,1,1,0.73
MA2CdPbBr6,MA,Cd,Pb,Br,1,2,2,-1,2.17,0.95,1.19,1.0699999999999998,1.96,0.96,3.7,1,1,0.74
MA2CdPdBr6,MA,Cd,Pd,Br,1,2,2,-1,2.17,0.95,0.86,0.905,1.96,1.02,3.91,1,1,0.66
MA2CdPtBr6,MA,Cd,Pt,Br,1,2,2,-1,2.17,0.95,0.8,0.875,1.96,1.03,3.97,1,1,0.63
MA2CdRaBr6,MA,Cd,Ra,Br,1,2,2,-1,2.17,0.95,1.48,1.2149999999999999,1.96,0.92,3.69,1,1,0.75
MA2CdSmBr6,MA,Cd,Sm,Br,1,2,2,-1,2.17,0.95,1.22,1.085,1.96,0.96,3.69,1,1,0.75
MA2CdSnBr6,MA,Cd,Sn,Br,1,2,2,-1,2.17,0.95,1.15,1.0499999999999998,1.96,0.97,3.71,1,1,0.74
MA2CdSrBr6,MA,Cd,Sr,Br,1,2,2,-1,2.17,0.95,1.18,1.065,1.96,0.97,3.7,1,1,0.74
MA2CdTiBr6,MA,Cd,Ti,Br,1,2,2,-1,2.17,0.95,0.86,0.905,1.96,1.02,3.91,1,1,0.66
MA2CdTmBr6,MA,Cd,Tm,Br,1,2,2,-1,2.17,0.95,1.03,0.99,1.96,0.99,3.77,1,1,0.72
MA2CdVBr6,MA,Cd,V,Br,1,2,2,-1,2.17,0.95,0.79,0.87,1.96,1.03,3.98,1,1,0.63
MA2CdYbBr6,MA,Cd,Yb,Br,1,2,2,-1,2.17,0.95,1.02,0.985,1.96,0.99,3.78,1,1,0.71
MA2CdZnBr6,MA,Cd,Zn,Br,1,2,2,-1,2.17,0.95,0.74,0.845,1.96,1.04,4.04,1,1,0.6
MA2CeCsBr6,MA,Ce,Cs,Br,1,3,1,-1,2.17,1.01,1.67,1.3399999999999999,1.96,0.88,3.82,1,1,0.7
MA2CeCuBr6,MA,Ce,Cu,Br,1,3,1,-1,2.17,1.01,0.77,0.89,1.96,1.02,3.94,1,1,0.65
MA2CeFrBr6,MA,Ce,Fr,Br,1,3,1,-1,2.17,1.01,1.8,1.405,1.96,0.87,3.95,1,1,0.64
MA2CeHgBr6,MA,Ce,Hg,Br,1,3,1,-1,2.17,1.01,1.19,1.1,1.96,0.95,3.69,1,1,0.75
MA2CeKBr6,MA,Ce,K,Br,1,3,1,-1,2.17,1.01,1.38,1.1949999999999998,1.96,0.93,3.68,1,1,0.75
MA2CeLiBr6,MA,Ce,Li,Br,1,3,1,-1,2.17,1.01,0.76,0.885,1.96,1.03,3.95,1,1,0.64
MA2CeNaBr6,MA,Ce,Na,Br,1,3,1,-1,2.17,1.01,1.02,1.0150000000000001,1.96,0.98,3.74,1,1,0.73
MA2CePdBr6,MA,Ce,Pd,Br,1,3,1,-1,2.17,1.01,0.59,0.8,1.96,1.06,4.17,1,1,0.54
MA2CeRbBr6,MA,Ce,Rb,Br,1,3,1,-1,2.17,1.01,1.52,1.2650000000000001,1.96,0.91,3.73,1,1,0.73
MA2CeTlBr6,MA,Ce,Tl,Br,1,3,1,-1,2.17,1.01,1.5,1.255,1.96,0.91,3.72,1,1,0.74
MA2CfCsBr6,MA,Cf,Cs,Br,1,3,1,-1,2.17,0.95,1.67,1.31,1.96,0.89,3.78,1,1,0.71
MA2CfCuBr6,MA,Cf,Cu,Br,1,3,1,-1,2.17,0.95,0.77,0.86,1.96,1.04,4.01,1,1,0.62
MA2CfFrBr6,MA,Cf,Fr,Br,1,3,1,-1,2.17,0.95,1.8,1.375,1.96,0.88,3.88,1,1,0.67
MA2CfHgBr6,MA,Cf,Hg,Br,1,3,1,-1,2.17,0.95,1.19,1.0699999999999998,1.96,0.96,3.7,1,1,0.74
MA2CfKBr6,MA,Cf,K,Br,1,3,1,-1,2.17,0.95,1.38,1.165,1.96,0.93,3.68,1,1,0.75
MA2CfLiBr6,MA,Cf,Li,Br,1,3,1,-1,2.17,0.95,0.76,0.855,1.96,1.04,4.02,1,1,0.61
MA2CfNaBr6,MA,Cf,Na,Br,1,3,1,-1,2.17,0.95,1.02,0.985,1.96,0.99,3.78,1,1,0.71
MA2CfPdBr6,MA,Cf,Pd,Br,1,3,1,-1,2.17,0.95,0.59,0.77,1.96,1.07,4.27,-1,-1,0.49
MA2CfRbBr6,MA,Cf,Rb,Br,1,3,1,-1,2.17,0.95,1.52,1.2349999999999999,1.96,0.91,3.7,1,1,0.74
MA2CfTlBr6,MA,Cf,Tl,Br,1,3,1,-1,2.17,0.95,1.5,1.225,1.96,0.92,3.7,1,1,0.75
MA2CmCsBr6,MA,Cm,Cs,Br,1,3,1,-1,2.17,0.97,1.67,1.3199999999999998,1.96,0.89,3.79,1,1,0.71
MA2CmCuBr6,MA,Cm,Cu,Br,1,3,1,-1,2.17,0.97,0.77,0.87,1.96,1.03,3.98,1,1,0.63
MA2CmFrBr6,MA,Cm,Fr,Br,1,3,1,-1,2.17,0.97,1.8,1.385,1.96,0.87,3.9,1,1,0.66
MA2CmHgBr6,MA,Cm,Hg,Br,1,3,1,-1,2.17,0.97,1.19,1.08,1.96,0.96,3.69,1,1,0.75
MA2CmKBr6,MA,Cm,K,Br,1,3,1,-1,2.17,0.97,1.38,1.1749999999999998,1.96,0.93,3.68,1,1,0.75
MA2CmLiBr6,MA,Cm,Li,Br,1,3,1,-1,2.17,0.97,0.76,0.865,1.96,1.03,3.99,1,1,0.62
MA2CmNaBr6,MA,Cm,Na,Br,1,3,1,-1,2.17,0.97,1.02,0.995,1.96,0.99,3.77,1,1,0.72
MA2CmPdBr6,MA,Cm,Pd,Br,1,3,1,-1,2.17,0.97,0.59,0.78,1.96,1.07,4.23,-1,-1,0.51
MA2CmRbBr6,MA,Cm,Rb,Br,1,3,1,-1,2.17,0.97,1.52,1.245,1.96,0.91,3.71,1,1,0.74
MA2CmTlBr6,MA,Cm,Tl,Br,1,3,1,-1,2.17,0.97,1.5,1.2349999999999999,1.96,0.91,3.7,1,1,0.74
